,Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
575,LOGZ,rs0081,-0.46374,-0.5362600000000001,-0.35166,-0.60219,-0.23958000000000002,Y,Y,N,N,0.0,0.0,N,N,1,127
576,LOGQ,rs0082,7.30828,7.236260000000001,7.5891399999999996,7.12823,7.834,Y,Y,N,N,5e-05,0.0,N,N,1,46
577,LOGZ,rs0082,-0.45055,-0.52307,-0.19343,-0.61537,0.00435,Y,Y,N,N,0.0,0.0,N,N,1,129
578,LOGQ,rs0083,7.365889999999999,7.27227,7.71157,7.135439999999999,8.04284,Y,Y,N,N,0.00039,1e-05,N,N,1,54
579,LOGZ,rs0083,-0.50989,-0.589,-0.23958000000000002,-0.6813,0.00435,Y,Y,N,N,0.0,0.0,N,N,1,120
580,LOGQ,rs0084,7.041810000000001,7.0202100000000005,7.236260000000001,6.9842,7.4019,Y,Y,N,N,0.04572,0.0,N,N,1,9
581,LOGZ,rs0084,-0.3187,-0.38463,-0.16047,-0.45715,-0.015430000000000001,Y,Y,N,N,0.0,0.0,N,N,1,149
582,LOGQ,rs0085,7.092230000000001,7.041810000000001,7.27947,6.9914,7.445110000000001,Y,Y,N,N,0.017169999999999998,0.0,N,N,1,16
583,LOGZ,rs0085,-0.32529,-0.39121999999999996,-0.15388,-0.46374,-0.015430000000000001,Y,Y,N,N,0.0,0.0,N,N,1,148
584,LOGQ,rs0087,7.10663,7.09943,7.62515,7.01301,7.783580000000001,Y,Y,N,N,0.006,0.0,N,N,2,18
585,LOGZ,rs0087,-0.44396,-0.45715,-0.022019999999999998,-0.54285,0.08347,Y,Y,N,N,0.0,0.0,N,N,4,130
586,LOGQ,rs0088,7.27227,7.20745,7.4091,7.135439999999999,7.53873,Y,Y,N,N,0.0,0.0,N,N,1,41
587,LOGZ,rs0088,-0.47693,-0.5362600000000001,-0.33848,-0.60878,-0.20661999999999997,Y,Y,N,N,0.0,0.0,N,N,1,125
588,LOGQ,rs0089,6.977,7.01301,7.243460000000001,-inf,7.3947,N,Y,Y,N,0.0611,0.0,N,N,1,0
589,LOGZ,rs0089,0.07687000000000001,-0.1275,0.12302,-0.27914,0.18895,Y,Y,N,N,0.0,5.9999999999999995e-05,N,N,1,209
590,LOGQ,rs0090,7.38749,7.32988,7.49552,7.27947,7.59634,Y,Y,N,N,0.0,0.0,N,N,1,57
591,LOGZ,rs0090,-0.52307,-0.589,-0.39781,-0.65493,-0.29891999999999996,Y,Y,N,N,0.0,0.0,N,N,1,118
592,LOGQ,rs0092,7.18585,7.12103,7.34428,7.06342,7.48112,Y,Y,N,N,5.9999999999999995e-05,0.0,N,N,1,29
593,LOGZ,rs0092,-0.43737,-0.5033,-0.28573000000000004,-0.56922,-0.14069,Y,Y,N,N,0.0,0.0,N,N,1,131
594,LOGQ,rs0093,7.21465,7.06342,7.3730899999999995,6.9842,7.54593,Y,Y,N,N,0.02705,0.0,N,N,2,33
595,LOGZ,rs0093,0.12962,-0.09454,0.17577,-0.3187,0.22851,Y,Y,N,N,0.0,0.00016,N,N,1,217
596,LOGQ,rs0094,7.07782,7.034610000000001,7.257860000000001,6.9914,7.3947,Y,Y,N,N,0.01991,0.0,N,N,1,14
597,LOGZ,rs0094,-0.37803000000000003,-0.44396,-0.2264,-0.50989,-0.08795,Y,Y,N,N,0.0,0.0,N,N,1,140
598,LOGQ,rs0095,7.4019,7.34428,7.517119999999999,7.29387,7.62515,Y,Y,N,N,0.0,0.0,N,N,1,59
599,LOGZ,rs0095,-0.58241,-0.67471,-0.45715,-0.7538199999999999,-0.33188,Y,Y,N,N,0.0,0.0,N,N,1,109
600,LOGQ,rs0096,7.22186,7.04902,7.33708,6.9842,7.473910000000001,Y,Y,N,N,0.03148,0.0,N,N,2,34
601,LOGZ,rs0096,0.06369,-0.17365,0.09665,-0.30551,0.14939000000000002,Y,Y,N,N,0.0,0.0,N,N,1,207
602,LOGQ,rs0097,7.4379100000000005,7.3730899999999995,7.574739999999999,7.30828,7.675560000000001,Y,Y,N,N,0.0,0.0,N,N,1,64
603,LOGZ,rs0097,-0.52307,-0.589,-0.39121999999999996,-0.65493,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,118
604,LOGQ,rs0098,6.977,6.9986,7.19305,-inf,7.34428,N,Y,Y,N,0.1018,0.0,N,N,1,0
605,LOGZ,rs0098,-0.23958000000000002,-0.30551,-0.0418,-0.39121999999999996,0.07028,Y,Y,N,N,0.0,0.0,N,N,1,161
606,LOGQ,rs0099,7.0202100000000005,7.01301,7.29387,-inf,7.689960000000001,Y,Y,N,N,0.057589999999999995,1e-05,N,N,1,6
607,LOGZ,rs0099,-0.47693,-0.56263,-0.20002999999999999,-0.6681199999999999,0.12962,Y,Y,N,N,0.0,8e-05,N,N,2,125
608,LOGQ,rs0104,7.38029,7.09943,7.48112,6.9914,7.61795,Y,Y,N,N,0.019430000000000003,0.0,N,N,2,56
609,LOGZ,rs0104,0.07687000000000001,-0.23299,0.10324000000000001,-0.36485,0.15599000000000002,Y,Y,N,N,0.0,0.0,N,N,2,209
610,LOGQ,rs0105,7.12823,7.07062,7.26507,7.01301,7.3947,Y,Y,N,N,0.00396,0.0,N,N,1,21
611,LOGZ,rs0105,-0.39781,-0.44396,-0.25936,-0.51648,-0.14069,Y,Y,N,N,0.0,0.0,N,N,1,137
612,LOGQ,rs0106,7.18585,7.11383,7.38749,7.027410000000001,7.682760000000001,Y,Y,N,N,0.00305,0.0,N,N,1,29
613,LOGZ,rs0106,-0.5362600000000001,-0.62856,-0.35825,-0.7208600000000001,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,116
614,LOGQ,rs0111,7.32988,7.27227,7.48832,7.19305,7.661160000000001,Y,Y,N,N,0.0,0.0,N,N,1,49
615,LOGZ,rs0111,-0.47693,-0.54945,-0.32529,-0.63515,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,125
616,LOGQ,rs0113,7.20025,7.06342,7.32268,6.9914,7.459510000000001,Y,Y,N,N,0.02192,0.0,N,N,1,31
617,LOGZ,rs0113,0.11642999999999999,-0.0418,0.14939000000000002,-0.20661999999999997,0.19554000000000002,Y,Y,N,N,0.0,0.0,N,N,1,215
618,LOGQ,rs0118,7.07062,7.034610000000001,7.257860000000001,6.9914,7.466710000000001,Y,Y,N,N,0.02398,0.0,N,N,1,13
619,LOGZ,rs0118,-0.37144,-0.43737,-0.2198,-0.5033,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,141
620,LOGQ,rs0120,7.08502,7.041810000000001,7.30828,6.9914,7.48832,Y,Y,N,N,0.02398,0.0,N,N,1,15
621,LOGZ,rs0120,-0.27255,-0.33848,-0.08795,-0.41758999999999996,0.0505,Y,Y,N,N,0.0,0.0,N,N,1,156
622,LOGQ,rs0121,6.977,7.034610000000001,7.351489999999999,6.9842,7.52433,N,N,Y,N,0.0432,0.0,N,N,2,0
623,LOGZ,rs0121,0.08347,-0.2198,0.12302,-0.35825,0.20214000000000001,Y,Y,N,N,0.0,2e-05,N,N,2,210
624,LOGQ,rs0122,7.32988,7.27227,7.50272,7.20025,7.661160000000001,Y,Y,N,N,0.0,0.0,N,N,1,49
625,LOGZ,rs0122,-0.5033,-0.56922,-0.35166,-0.63515,-0.19343,Y,Y,N,N,0.0,0.0,N,N,1,121
626,LOGQ,rs0124,7.29387,7.2290600000000005,7.38749,7.1642399999999995,7.48832,Y,Y,N,N,0.0,0.0,N,N,1,44
627,LOGZ,rs0124,-0.411,-0.52967,-0.35166,-0.60878,-0.24618,Y,Y,N,N,0.0,0.0,N,N,1,135
628,LOGQ,rs0126,7.2290600000000005,7.157039999999999,7.65395,7.034610000000001,7.8412,Y,Y,N,N,0.0029,0.0,N,N,1,35
629,LOGZ,rs0126,0.0505,-0.30551,0.07028,-0.411,0.15599000000000002,Y,Y,N,N,0.0,0.0,N,N,2,205
630,LOGQ,rs0127,7.2290600000000005,7.142639999999999,7.4235,7.07062,7.5675300000000005,Y,Y,N,N,5.9999999999999995e-05,0.0,N,N,1,35
631,LOGZ,rs0127,-0.38463,-0.45055,-0.21320999999999998,-0.52307,-0.08135,Y,Y,N,N,0.0,0.0,N,N,1,139
632,LOGQ,rs0128,7.22186,7.06342,7.466710000000001,6.9914,7.661160000000001,Y,Y,N,N,0.02452,0.0,N,N,1,34
633,LOGZ,rs0128,0.07687000000000001,-0.14069,0.15599000000000002,-0.27914,0.2351,Y,Y,N,N,0.0,0.00011,N,N,1,209
634,LOGQ,rs0129,7.517119999999999,7.30828,7.668360000000001,7.09943,7.81239,Y,Y,N,N,0.0020800000000000003,0.0,N,N,1,75
635,LOGZ,rs0129,0.26147,0.15599000000000002,0.28125,0.024130000000000002,inf,Y,Y,N,N,0.0,0.061770000000000005,N,N,1,237
636,LOGQ,rs0130,7.27227,7.17144,7.459510000000001,7.07782,7.661160000000001,Y,Y,N,N,0.00047000000000000004,0.0,N,N,1,41
637,LOGZ,rs0130,-0.39781,-0.47693,-0.21320999999999998,-0.56263,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,1,137
638,LOGQ,rs0132,7.21465,7.149839999999999,7.4019,7.07782,7.76918,Y,Y,N,N,8e-05,0.0,N,N,1,33
639,LOGZ,rs0132,-0.64175,-0.70108,-0.47033,-0.7736,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,2,100
640,LOGQ,rs0133,6.977,7.00581,7.19305,-inf,7.31548,N,Y,Y,N,0.07576000000000001,0.0,N,N,1,0
641,LOGZ,rs0133,0.03732,-0.14069,0.08347,-0.26595,0.13621,Y,Y,N,N,0.0,0.0,N,N,1,203
642,LOGQ,rs0134,6.9842,7.01301,7.21465,-inf,7.351489999999999,N,Y,Y,N,0.06308,0.0,N,N,1,1
643,LOGZ,rs0134,0.03732,-0.11432,0.09665,-0.2264,0.15599000000000002,Y,Y,N,N,0.0,1e-05,N,N,1,203
644,LOGQ,rs0135,7.092230000000001,7.041810000000001,7.32268,6.9914,7.52433,Y,Y,N,N,0.02375,0.0,N,N,1,16
645,LOGZ,rs0135,-0.23299,-0.30551,-0.054979999999999994,-0.37803000000000003,0.08347,Y,Y,N,N,0.0,0.0,N,N,1,162
646,LOGQ,rs0137,7.092230000000001,7.041810000000001,7.21465,6.9986,7.30828,Y,Y,N,N,0.01351,0.0,N,N,1,16
647,LOGZ,rs0137,-0.3121,-0.37803000000000003,-0.20002999999999999,-0.44396,-0.11432,Y,Y,N,N,0.0,0.0,N,N,1,150
648,LOGQ,rs0138,7.30828,7.250660000000001,7.452310000000001,7.17865,7.5891399999999996,Y,Y,N,N,0.0,0.0,N,N,1,46
649,LOGZ,rs0138,-0.45715,-0.52967,-0.3187,-0.60219,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,128
650,LOGQ,rs0140,7.63955,7.5675300000000005,7.76198,7.49552,7.87,Y,Y,N,N,0.0,0.0,N,N,1,92
651,LOGZ,rs0140,-0.56263,-0.66152,-0.45055,-0.74064,-0.33848,Y,Y,N,N,0.0,0.0,N,N,1,112
652,LOGQ,rs0141,7.10663,7.06342,7.2290600000000005,7.01301,7.33708,Y,Y,N,N,0.00367,0.0,N,N,1,18
653,LOGZ,rs0141,-0.39781,-0.45715,-0.27914,-0.52307,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,137
654,LOGQ,rs0143,7.20025,7.05622,7.32268,6.9842,7.459510000000001,Y,Y,N,N,0.02638,0.0,N,N,2,31
655,LOGZ,rs0143,0.09665,-0.08135,0.12962,-0.24618,0.18236,Y,Y,N,N,0.0,0.0,N,N,1,212
656,LOGQ,rs0145,7.56033,7.17144,7.65395,7.0202100000000005,7.783580000000001,Y,Y,N,N,0.00483,0.0,N,N,2,81
657,LOGZ,rs0145,0.0505,-0.3121,0.07028,-0.44396,0.12962,Y,Y,N,N,0.0,0.0,N,N,2,205
658,LOGQ,rs0146,7.38749,7.32268,7.574739999999999,7.250660000000001,7.70437,Y,Y,N,N,0.0,0.0,N,N,1,57
659,LOGZ,rs0146,-0.46374,-0.52967,-0.30551,-0.60219,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,127
660,LOGQ,rs0147,7.092230000000001,7.041810000000001,7.22186,6.9914,7.33708,Y,Y,N,N,0.0168,0.0,N,N,1,16
661,LOGZ,rs0147,-0.29891999999999996,-0.37144,-0.18684,-0.43078,-0.09454,Y,Y,N,N,0.0,0.0,N,N,1,152
662,LOGQ,rs0148,7.38029,7.19305,7.5819399999999995,7.034610000000001,7.76198,Y,Y,N,N,0.0045,0.0,N,N,1,56
663,LOGZ,rs0148,0.16258,0.024130000000000002,0.21531999999999998,-0.10772999999999999,0.26147,Y,Y,N,N,0.0,0.00199,N,N,1,222
664,LOGQ,rs0149,7.0202100000000005,7.00581,7.22186,-inf,7.4163,Y,Y,N,N,0.060320000000000006,0.0,N,N,1,6
665,LOGZ,rs0149,-0.36485,-0.43737,-0.19343,-0.5033,-0.00883,Y,Y,N,N,0.0,0.0,N,N,1,142
666,LOGQ,rs0150,7.135439999999999,7.08502,7.250660000000001,7.034610000000001,7.358689999999999,Y,Y,N,N,0.00067,0.0,N,N,1,22
667,LOGZ,rs0150,-0.39781,-0.47693,-0.29891999999999996,-0.54285,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,137
668,LOGQ,rs0154,7.301069999999999,7.250660000000001,7.574739999999999,7.1642399999999995,7.87,Y,Y,N,N,0.0,0.0,N,N,1,45
669,LOGZ,rs0154,-0.5362600000000001,-0.60219,-0.29233000000000003,-0.67471,-0.015430000000000001,Y,Y,N,N,0.0,0.0,N,N,1,116
670,LOGQ,rs0156,7.12823,7.07782,7.4019,7.01301,7.5891399999999996,Y,Y,N,N,0.00419,0.0,N,N,1,21
671,LOGZ,rs0156,-0.44396,-0.49011000000000005,-0.21320999999999998,-0.56263,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,130
672,LOGQ,rs0163,7.0202100000000005,7.027410000000001,7.28667,6.9842,7.4235,N,Y,N,N,0.04202,0.0,N,N,1,6
673,LOGZ,rs0163,-0.2198,-0.28573000000000004,-0.028610000000000003,-0.37144,0.06369,Y,Y,N,N,0.0,0.0,N,N,2,164
674,LOGQ,rs0165,7.17865,7.11383,7.32988,7.04902,7.473910000000001,Y,Y,N,N,0.00021,0.0,N,N,1,28
675,LOGZ,rs0165,-0.39781,-0.46374,-0.25277,-0.52967,-0.1275,Y,Y,N,N,0.0,0.0,N,N,1,137
676,LOGQ,rs0166,6.9842,7.034610000000001,7.48112,6.9842,7.71877,N,Y,Y,N,0.03974,0.0,N,N,1,1
677,LOGZ,rs0166,-0.09454,-0.21320999999999998,0.15599000000000002,-0.32529,0.24829,Y,Y,N,N,0.0,0.00264,N,N,1,183
678,LOGQ,rs0167,7.32268,7.26507,7.459510000000001,7.20025,7.5819399999999995,Y,Y,N,N,0.0,0.0,N,N,1,48
679,LOGZ,rs0167,-0.5033,-0.56922,-0.37144,-0.63515,-0.24618,Y,Y,N,N,0.0,0.0,N,N,1,121
680,LOGQ,rs0168,7.452310000000001,7.38749,7.60354,7.32268,7.725969999999999,Y,Y,N,N,0.0,0.0,N,N,1,66
681,LOGZ,rs0168,-0.52307,-0.60219,-0.39781,-0.67471,-0.26595,Y,Y,N,N,0.0,0.0,N,N,1,118
682,LOGQ,rs0170,7.20025,7.142639999999999,7.32988,7.08502,7.4379100000000005,Y,Y,N,N,0.0,0.0,N,N,1,31
683,LOGZ,rs0170,-0.411,-0.49011000000000005,-0.30551,-0.55604,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,135
684,LOGQ,rs0171,7.18585,7.12823,7.351489999999999,7.06342,7.50992,Y,Y,N,N,9e-05,0.0,N,N,1,29
685,LOGZ,rs0171,-0.41758999999999996,-0.48352,-0.26595,-0.55604,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,134
686,LOGQ,rs0172,7.00581,6.9986,7.157039999999999,-inf,7.27227,Y,Y,N,N,0.08692000000000001,0.0,N,N,1,4
687,LOGZ,rs0172,-0.29891999999999996,-0.37144,-0.17365,-0.44396,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,152
688,LOGQ,rs0174,7.243460000000001,7.157039999999999,7.365889999999999,7.092230000000001,7.50272,Y,Y,N,N,1e-05,0.0,N,N,2,37
689,LOGZ,rs0174,-0.39781,-0.48352,-0.28573000000000004,-0.54945,-0.15388,Y,Y,N,N,0.0,0.0,N,N,1,137
690,LOGQ,rs0175,7.20025,7.10663,7.33708,7.034610000000001,7.459510000000001,Y,Y,N,N,0.00145,0.0,N,N,1,31
691,LOGZ,rs0175,-0.27914,-0.35166,-0.15388,-0.41758999999999996,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,155
692,LOGQ,rs0178,7.50272,7.4163,7.63235,7.34428,7.75478,Y,Y,N,N,0.0,0.0,N,N,1,73
693,LOGZ,rs0178,-0.51648,-0.58241,-0.38463,-0.6483399999999999,-0.26595,Y,Y,N,N,0.0,0.0,N,N,1,119
694,LOGQ,rs0179,7.142639999999999,7.08502,7.4379100000000005,7.00581,7.65395,Y,Y,N,N,0.008409999999999999,0.0,N,N,1,23
695,LOGZ,rs0179,-0.3187,-0.38463,-0.061579999999999996,-0.46374,0.09006,Y,Y,N,N,0.0,0.0,N,N,1,149
696,LOGQ,rs0180,7.11383,7.05622,7.32268,6.9986,7.55313,Y,Y,N,N,0.014,0.0,N,N,1,19
697,LOGZ,rs0180,-0.30551,-0.37144,-0.14069,-0.44396,0.030719999999999997,Y,Y,N,N,0.0,0.0,N,N,1,151
698,LOGQ,rs0182,7.4307,7.09943,7.5675300000000005,6.9986,7.71877,Y,Y,N,N,0.0162,0.0,N,N,3,63
699,LOGZ,rs0182,0.12962,-0.2198,0.15599000000000002,-0.35166,0.22191999999999998,Y,Y,N,N,0.0,0.00018,N,N,2,217
700,LOGQ,rs0183,7.1642399999999995,7.041810000000001,7.27947,6.9842,7.4091,Y,Y,N,N,0.03288,0.0,N,N,1,26
701,LOGZ,rs0183,0.057089999999999995,-0.11432,0.09665,-0.23958000000000002,0.14939000000000002,Y,Y,N,N,0.0,0.0,N,N,1,206
702,LOGQ,rs0184,7.20025,7.12103,7.459510000000001,7.027410000000001,7.7403699999999995,Y,Y,N,N,0.00434,0.0,N,N,1,31
703,LOGZ,rs0184,-0.44396,-0.52307,-0.2198,-0.62197,0.01095,Y,Y,N,N,0.0,0.0,N,N,1,130
704,LOGQ,rs0188,7.65395,7.33708,7.76918,7.08502,7.91321,Y,Y,N,N,0.00237,0.0,N,N,1,94
705,LOGZ,rs0188,0.18895,0.01095,0.21531999999999998,-0.20002999999999999,0.25488,Y,Y,N,N,0.0,0.00033999999999999997,N,N,1,226
706,LOGQ,rs0189,6.977,7.0202100000000005,7.32268,-inf,7.54593,N,Y,Y,N,0.054970000000000005,0.0,N,N,1,0
707,LOGZ,rs0189,0.06369,-0.11432,0.16917000000000001,-0.24618,0.26147,Y,Y,N,N,0.0,0.0039700000000000004,N,N,1,207
708,LOGQ,rs0193,7.0202100000000005,7.027410000000001,7.365889999999999,6.9842,7.55313,N,Y,N,N,0.03895,0.0,N,N,1,6
709,LOGZ,rs0193,-0.27914,-0.33848,-0.00224,-0.43078,0.11642999999999999,Y,Y,N,N,0.0,0.0,N,N,1,155
710,LOGQ,rs0195,7.574739999999999,7.142639999999999,7.7403699999999995,6.9986,7.934819999999999,Y,Y,N,N,0.014430000000000002,0.0,N,N,3,83
711,LOGZ,rs0195,0.27466,-0.00883,0.27466,-0.27914,inf,Y,Y,N,N,0.0,0.06261,N,N,1,239
712,LOGQ,rs0201,7.31548,7.17144,7.466710000000001,7.034610000000001,7.61795,Y,Y,N,N,0.00486,0.0,N,N,1,47
713,LOGZ,rs0201,0.22851,0.12962,0.25488,0.00435,0.28125,Y,Y,N,N,0.0,0.011609999999999999,N,N,1,232
714,LOGQ,rs0203,7.257860000000001,7.09943,7.38029,6.9986,7.517119999999999,Y,Y,N,N,0.0131,0.0,N,N,1,39
715,LOGZ,rs0203,0.16258,0.043910000000000005,0.20873000000000003,-0.15388,0.24829,Y,Y,N,N,0.0,0.00011,N,N,2,222
716,LOGQ,rs0206,7.20025,7.06342,7.32268,6.9914,7.459510000000001,Y,Y,N,N,0.02345,0.0,N,N,1,31
717,LOGZ,rs0206,0.11642999999999999,-0.0418,0.14939000000000002,-0.2198,0.20214000000000001,Y,Y,N,N,0.0,0.0,N,N,1,215
718,LOGQ,rs0209,7.29387,7.12823,7.445110000000001,7.0202100000000005,7.59634,Y,Y,N,N,0.00465,0.0,N,N,1,44
719,LOGZ,rs0209,-0.0418,-0.18684,0.0505,-0.28573000000000004,0.12302,Y,Y,N,N,0.0,0.0,N,N,1,191
720,LOGQ,rs0210,7.27947,7.21465,7.49552,7.135439999999999,7.682760000000001,Y,Y,N,N,0.0,0.0,N,N,1,42
721,LOGZ,rs0210,-0.411,-0.48352,-0.20002999999999999,-0.56263,-0.0418,Y,Y,N,N,0.0,0.0,N,N,1,135
722,LOGQ,rs0211,7.38029,7.18585,7.60354,7.027410000000001,7.783580000000001,Y,Y,N,N,0.0066,0.0,N,N,1,56
723,LOGZ,rs0211,0.25488,0.10984000000000001,0.27466,-0.08795,0.29444000000000004,Y,Y,N,N,0.0,0.04858,N,N,1,236
724,LOGQ,rs0212,7.142639999999999,7.092230000000001,7.33708,7.027410000000001,7.53873,Y,Y,N,N,0.00146,0.0,N,N,1,23
725,LOGZ,rs0212,-0.42418,-0.49011000000000005,-0.23958000000000002,-0.56263,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,1,133
726,LOGQ,rs0215,7.20745,7.157039999999999,7.33708,7.09943,7.445110000000001,Y,Y,N,N,0.0,0.0,N,N,2,32
727,LOGZ,rs0215,-0.42418,-0.50989,-0.3187,-0.58241,-0.19343,Y,Y,N,N,0.0,0.0,N,N,1,133
728,LOGQ,rs0218,7.149839999999999,7.092230000000001,7.28667,7.041810000000001,7.4091,Y,Y,N,N,0.00053,0.0,N,N,1,24
729,LOGZ,rs0218,-0.411,-0.48352,-0.29233000000000003,-0.55604,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,135
730,LOGQ,rs0220,7.459510000000001,7.4019,7.60354,7.32988,7.71877,Y,Y,N,N,0.0,0.0,N,N,1,67
731,LOGZ,rs0220,-0.49011000000000005,-0.55604,-0.35825,-0.62856,-0.24618,Y,Y,N,N,0.0,0.0,N,N,1,123
732,LOGQ,rs0221,6.977,7.0202100000000005,7.29387,-inf,7.445110000000001,N,Y,Y,N,0.05012,0.0,N,N,1,0
733,LOGZ,rs0221,-0.07476000000000001,-0.25936,0.030719999999999997,-0.35166,0.11642999999999999,Y,Y,N,N,0.0,0.0,N,N,2,186
734,LOGQ,rs0224,6.977,7.00581,7.27947,-inf,7.63955,N,Y,Y,N,0.08226,0.0,N,N,1,0
735,LOGZ,rs0224,-0.06817000000000001,-0.23958000000000002,0.10324000000000001,-0.34507,0.25488,Y,Y,N,N,0.0,0.00499,N,N,2,187
736,LOGQ,rs0225,6.977,7.0202100000000005,7.31548,-inf,7.466710000000001,N,Y,Y,N,0.055929999999999994,0.0,N,N,1,0
737,LOGZ,rs0225,-0.25936,-0.3187,0.01095,-0.411,0.10324000000000001,Y,Y,N,N,0.0,0.0,N,N,3,158
738,LOGQ,rs0226,7.31548,7.250660000000001,7.473910000000001,7.17865,7.60354,Y,Y,N,N,0.0,0.0,N,N,1,47
739,LOGZ,rs0226,-0.41758999999999996,-0.48352,-0.27914,-0.55604,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,134
740,LOGQ,rs0227,7.21465,7.06342,7.4379100000000005,6.9842,7.65395,Y,Y,N,N,0.02669,0.0,N,N,2,33
741,LOGZ,rs0227,0.11642999999999999,-0.12090999999999999,0.18236,-0.29891999999999996,0.25488,Y,Y,N,N,0.0,0.00253,N,N,1,215
742,LOGQ,rs0228,7.26507,7.18585,7.38029,7.12103,7.50272,Y,Y,N,N,0.0,0.0,N,N,1,40
743,LOGZ,rs0228,-0.39781,-0.47693,-0.29233000000000003,-0.54285,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,137
744,LOGQ,rs0231,7.19305,7.12103,7.351489999999999,7.05622,7.48112,Y,Y,N,N,0.00014,0.0,N,N,1,30
745,LOGZ,rs0231,-0.37803000000000003,-0.44396,-0.2264,-0.50989,-0.10113,Y,Y,N,N,0.0,0.0,N,N,1,140
746,LOGQ,rs0236,7.20025,7.142639999999999,7.358689999999999,7.07782,7.53873,Y,Y,N,N,2e-05,0.0,N,N,1,31
747,LOGZ,rs0236,-0.5033,-0.56922,-0.33848,-0.64175,-0.15388,Y,Y,N,N,0.0,0.0,N,N,1,121
748,LOGQ,rs0237,7.0202100000000005,7.00581,7.17865,-inf,7.29387,Y,Y,N,N,0.07091,0.0,N,N,1,6
749,LOGZ,rs0237,0.09665,-0.022019999999999998,0.13621,-0.1275,0.18236,Y,Y,N,N,0.0,0.0,N,N,1,212
750,LOGQ,rs0240,7.32988,7.19305,7.48832,7.06342,7.64675,Y,Y,N,N,0.00232,0.0,N,N,1,49
751,LOGZ,rs0240,0.27466,0.20873000000000003,0.28784,0.12302,inf,Y,Y,N,N,0.0,0.12952,N,N,1,239
752,LOGQ,rs0241,7.17144,7.10663,7.30828,7.041810000000001,7.4235,Y,Y,N,N,0.00035,0.0,N,N,1,27
753,LOGZ,rs0241,-0.38463,-0.45055,-0.25277,-0.50989,-0.1341,Y,Y,N,N,0.0,0.0,N,N,1,139
754,LOGQ,rs0242,7.0202100000000005,7.00581,7.20025,-inf,7.32988,Y,Y,N,N,0.06494,0.0,N,N,1,6
755,LOGZ,rs0242,-0.33848,-0.4044,-0.18025,-0.47693,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,146
756,LOGQ,rs0243,7.4379100000000005,7.17144,7.53153,7.027410000000001,7.64675,Y,Y,N,N,0.00464,0.0,N,N,1,64
757,LOGZ,rs0243,0.03732,-0.2198,0.06369,-0.34507,0.11642999999999999,Y,Y,N,N,0.0,0.0,N,N,1,203
758,LOGQ,rs0246,7.55313,7.473910000000001,7.71877,7.38749,7.8556,Y,Y,N,N,0.0,0.0,N,N,1,80
759,LOGZ,rs0246,-0.5362600000000001,-0.61537,-0.39121999999999996,-0.6813,-0.25936,Y,Y,N,N,0.0,0.0,N,N,1,116
760,LOGQ,rs0247,7.54593,7.466710000000001,7.668360000000001,7.38749,7.7979899999999995,Y,Y,N,N,0.0,0.0,N,N,1,79
761,LOGZ,rs0247,-0.58241,-0.66152,-0.45055,-0.73405,-0.32529,Y,Y,N,N,0.0,0.0,N,N,1,109
762,LOGQ,rs0250,6.977,7.0202100000000005,7.34428,-inf,7.59634,N,Y,Y,N,0.0498,0.0,N,N,1,0
763,LOGZ,rs0250,0.08347,-0.18025,0.1428,-0.33188,0.24829,Y,Y,N,N,0.0,0.00199,N,N,1,210
764,LOGQ,rs0255,7.301069999999999,7.250660000000001,7.53873,7.1642399999999995,7.7403699999999995,Y,Y,N,N,0.0,0.0,N,N,1,45
765,LOGZ,rs0255,-0.47693,-0.5362600000000001,-0.27914,-0.60878,-0.10772999999999999,Y,Y,N,N,0.0,0.0,N,N,1,125
766,LOGQ,rs0256,7.32988,7.26507,7.50992,7.18585,7.63955,Y,Y,N,N,0.0,0.0,N,N,1,49
767,LOGZ,rs0256,-0.45055,-0.51648,-0.29891999999999996,-0.589,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,129
